"id"|"title"|"unsigned_title"|"lyric"|"rhythm_id"|"composer_id"|"singer_id"|"level_id"|"melody_id"|"create_date"|"create_by"|"update_date"|"update_by"|"status"|"music_link"
"25"|"Giấc Mơ Chapi"|"giac mo chapi"|"Ở nơi [Em] ấy tôi đã [G] thấy trên ngọn núi cao
Có hai [C] người, chỉ có hai [Em] người yêu [Am] nhau [Em] 
Họ đã [Em] sống không mùa [G] đông không mùa nắng mưa
Có một [C] mùa, chỉ có một [Em] mùa yêu [Am] nhau [Em] [Am] [C] [Em]
Ở nơi [G] ấy đàn dê trắng nhởn nhơ quanh [Am] đồi
Một mái tranh [C] nghèo một nhà [B7] sàn yên vui
Ở nơi [G] ấy họ đang sống cuộc sống yên [Am] bình
Ai [Am] nghèo cũng có cây [Em] đàn cha [G] pi
Khi rung [Am] lên vài sợi dây đàn đã đong [C] đầy hồn [B7] người [Em] Raglai
Ôi [C] Raglai những rừng cây ngọn núi mang tiếng [G] đàn Cha pi [Em]
Ai [C] yêu tự do yêu rừng xanh thì lên núi nghe [G] đàn Cha pi [Em]
Tôi [Am] yêu Cha pi không còn cô đơn, không [Em] buồn, không [Em] vui
Tôi [Am] nghe Cha pi chợt thấy nao [C] lòng vì một [B7] giấc mơ, ôi Cha [Em] pi
[Em] Cha pi [C] , Cha [D] pi, [C] Cha pi, [D] Cha pi, [D] ôi Cha pi [Em]"|"3"|"49"|"49"|"2"|"22"|"2013-01-01"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Giac-Mo-Chapi-Y-Moan/IWZCFCBF.html"
"26"|"Sài Gòn Cafe Sữa Đá"|"sai gon cafe sua da"|"G Em C D
[G]Cho tôi một ly [Em]cafe, cafe sữa [C]đá [D]
[G]Cho tôi ngồi bên [Em]hàng cây, hàng cây tán [C]lá [D]
[G]Cho tôi đc nhìn con [Em]đường xa xa
Dòng [C]người dòng đời ngày [D]ngày trôi qua
[G]Cho tôi dừng [Em]chân ở nơi, ở nơi quán [C]xá bên [D]đường 
[G]Sài Gòn cafe sữa [Em]đá
[C]Vẫn mãi như thế, ai [D]uống hay chưa?
[G]Sài Gòn hàng cây ghế [Em]đá
[C]vẫn cứ như thế, khi [D]nắng khi mưa
[G]Nắng sớm, mưa chiều
[Em]Muốn nói, bao điều
[C]Người người còn nhắc đến mai [D]sau
[G]Sài Gòn cafe sữa [Em]đá
vẫn sẽ như [C]thế, khi đón khi [D]đưa

[Verse 2]:
Nơi đây là nơi bọn tôi vẫn nhớ như là mới hôm qua
Ngồi cafe nơi công viên quán xá bên đường có đâu xa
Huyên thuyên cùng nhau vài câu chuyện, rồi lại bận bịu lo việc riêng
Đôi khi ngồi chơi, nghỉ ngơi chốc lát, khi đời mãi bôn ba"|"3"|"50"|"50"|"2"|"21"|"2013-01-01"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Sai-Gon-Cafe-Sua-Da-Ha-Okio/ZWZE7898.html"
"27"|"Thằng Tàu Lai"|"thang tau lai"|"[C]Thằng bạn mình mẹ người [G]Hoa bố nó ta. 
Thằng tàu [Am]lai rất bô [Em]trai.
[F] Nhớ lúc đó 2 thằng [C] chơi thân nhất vùng.
[Dm] Đi đâu cũng điệu [G]áo quần giống nhau.

[C] Và còn người chị nguời gì [G]đâu mà dễ thương, 
người thì [Am]cao, dáng thanh [Em] tao.
[F] Nhớ lúc đó tôi thường [C]hay đến nhà,
[Dm]tôi chỉ mong đươc thấy chị [G]thôi.

[C] Và từng ngày từng ngày [G]tôi cứ đến chơi nhà,
thằng tàu [Am]lai tôi ở đến mai [Em].
[F] Có lúc cả 3 cùng [C]chơi 5,10.
[Dm] Tôi chỉ mong nhìn thấy chị [G]thôi.

[C]Ngày tháng ấy là ngày tháng dấu yêu, 
[F] tình yêu tôi như trẻ thơ không [G] biết ngày mai.
Và [C]rồi mỗi tối một mình tôi nhớ [Am] thương, 
[F] tình yêu như con tim không [G] bóp mà đau.

[C]Rồi một ngày một ngày [G]tôi đến chơi nhà, 
thằng tàu [Am]lai nó nói tôi [Em]hay, 
[F] khoá tới nữa xong là chị [C] đi lấy chồng,
[Dm] tôi thấy như trời [G]đất cuồng quay.

[C]Giận một thời gian [G]tôi chẳng muốn sang nhà,
thằng tàu [Am]lai nó đến thăm [Em]tôi .
[F]Nó nói với tôi chị đi mất [C] rồi, 
[Dm]hai đứa đau chỉ [G]biêt nhìn nhau...đau...đau...đau..."|"1"|"41"|"51"|"2"|"16"|"2013-01-01"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Thang-Tau-Lai-Jimmy-Nguyen/ZWZBZBFC.html"
"28"|"Tìm Lại (Dm)"|"tim lai (dm)"|"[Dm]Chẳng [Bb]muốn nghe [F]gì. Chẳng [C]muốn [Dm]tìm ai 
Đôi [Bb]mắt luôn [F]tìm, tìm [C]về                    
[Dm]Người [Bb]nhếch môi [F]cười. Người [C]như hụt [Dm]hoi                       
Người [Bb]khóc trong [F]lòng. Thế [C]rồi
                                     
[Dm]Tìm lại đi hãy [Bb]tìm lại trong mỗi [F]người                             
Để ta không [C]thấy ta như lúc [Dm]này                            
Đường xa quá [Bb]dài roi ta mệt [F]nhoài 
Vì ta không [C]đứng bên nhau nữa [Dm]rồi 
          
Ngồi đếm sao tàn. Ngồi nhớ ngày xưa            
Cạn hết đêm này. Hết rồi            
Ngồi xuống đây bạ. Cạn chén rượu kia  
Cạn hết đêm này.Hết rồi 
        
Nữa rồi , nữa rồi …                  
Nữa rồi , nữa rồi … 
[Dm] [Bb] [F] [C]"|"3"|"52"|"52"|"2"|"11"|"2013-01-01"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Tim-Lai-Microwave/IWZDD7ZB.html"
"29"|"Tình Khúc Vàng"|"tinh khuc vang"|"[Am]Anh nghe mùi hương trên tóc [Em]quen nồng nàn.
[D]Anh nghe tình em nghe tinh [Em]em chứa chan.
[Am]Anh nghe bàn tay trong bàn [Em]tay nhẹ nhàng.
Với [G]người đời hé môi [E7]cười...

[Am]Anh nghe niềm vui trên phố[Em]đông rộn ràng 
[D]Anh nghe tình yêu bên tình yêu[Em]hát vang
[Am]Anh nghe bờ vai bên bờ [Em]vai dịu dàng
Ngỡ [G]ngàng cùng ánh chiều [Am]sang

[G]Hoh... [E7]Hoh...

Ngồi bên [Dm]em cung đàn hát [Am]lên tình khúc vàng.
[G]Bao nhiêu âu lo đời vụt [C]tan.
Ngày [Dm]mai xa nhau rồi, phút [Am]giây còn muôn lời
[G]Em ơi, bao nhiều chiều chưa [E7]nói...

[Am]Nhớ từng hàng cây,[Dm]nhớ từng con phố,
bước [G]theo em bâng khuâng hỡi tình [C]say.
[Am]Nhớ về dòng sông,[Dm]ấm lòng mùa đông,
Nụ [G]hôn ta chơi với theo con [E7]sóng.
[Am]Gởi tình vào mây,[Dm]gởi tình vào gió.
Có [G]xa nhau xin đừng tàn [C]tro.

[Am]Muốn là dòng sông, [Dm]lững lờ mùa đông,
ôm [G]em trong giấc [E]mơ tình khúc[Am] vàng"|"4"|"53"|"12"|"2"|"20"|"2013-01-01"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Tinh-Khuc-Vang-Dan-Truong/ZWZ9798D.html"
"30"|"Tình Thôi Xót Xa"|"tinh thoi xot xa"|"[C] Từ khi quen em anh đã [Em] biết bối rối. Vì những [F] lúc thoáng [G] nghe em [C] cười.
Anh đã [F] biết con [G] tim yêu [Em] em mất [Am] rồi. Người yêu [F] ơi xin [D7] em chớ [G] quên.
[C] Mùa xuân trên cao ngàn hoa [Em] lá lấp lánh nắng. Nụ hôn [F] thơ ngây [G] trao anh [C] rồi.
Em yêu [F] kiều thiết [G] tha cho [Em] hồn đắm [Am] say. 
Cuộc [Dm] tình ngỡ dài [F] lâu ngủ [D7] say vòng tay êm [G] ái.

[C] Anh nào [Am] biết [C] anh nào có [Am] hay. Hạnh [C] phúc trôi qua [Em] tay giấc mộng tan.
[F] Lòng cay đắng khi [Em] em quên lối [Am] hẹn. [F] Lời yêu lời thương em đã [G] quên.
[C] Nhưng lòng [Am] vẫn [C] nuôi hoài giấc [Am] mơ. Tình [C] sẽ không phôi [Em] pha như là mây.
[F] Có nhiều [G] đêm trong [Em] mơ anh vẫn [Am] chờ. Chờ em [F] đến tình [G] thôi xót [C] xa."|"3"|"22"|"21"|"3"|"22"|"2013-01-01"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Tinh-Thoi-Xot-Xa-Lam-Truong/ZWZ9B6FE.html"
"31"|"Tình Yêu Lung Linh"|"tinh yeu lung linh"|"[Am]Ngày xưa đôi ta thường [Em]hay mơ.
Vì ngày [Dm]mai nào ai có [C]ngờ.
[F]em là nàng công [Em]chúa.
Đợi chờ [F]anh một ngày trong [Am]xanh.

Thời gian trôi nhanh cùng [Em]yêu thương.
Giờ trường [Dm]tan có anh cuối [C]đường.
[F]Em cuời thật nhiều, [G]nói cười thật nhiều.
[Em7]Long lanh hạnh phúc về [Am]qua đây.

Một tình [G]yêu lung linh đẹp [D]sao.
Mà vụt [Am]tan yêu thương ngàn [F]sau.
Nguời ra [Em]đi còn riêng [G]em chênh vênh tháng [C]ngày. [E7]
Lời chia [G]tay câm nín trong mắt [D]nhau.
Lời chia [Am]tay nào ai nói [F]đâu.
[G]Nghe trong tim đau [Em]bao nhiêu yêu thương tan [C]vỡ. [E7]

[Am]Những ngày nào mới tình nồng [F]thắm nụ hồng sẽ không nhạt [G]phai trong trái [C]tim mình.
[F]Nhớ một người nhớ nụ cuời [G]xa thật rồi ấm êm vòng [Am]tay [E7].
[Am]Mắt buồn nào ướt thật nhiều [F]khóc thật nhiều phút giây rời [G]xa bỗng nhiên [C]khóc òa
[F]Mối tình này dẫu ngàn lời [Em]sẽlặng thầm mãi riêng tình [Am]em."|"4"|"53"|"54"|NULL|"20"|"2013-01-01"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Tinh-Yeu-Lung-Linh-Tuan-Hung/ZWZ99AZ6.html"
"32"|"Tình Đơn Phương"|"tinh don phuong"|"* Capo bậc 1
Nhiều [Em]lần ngập ngừng muốn ngỏ [G]ý.
Tiếng yêu [Bm]đương sao không thành [Em]câu.
Sợ [Em]rằng đường về không còn [G]xa.
Để bên [Bm]em anh đưa lối [Em]về.

Nhiều [Em]lần trộm nhìn em thật [G]lâu.
Nét thơ [Bm]ngây chưa vương sầu [Em]đau.
Nàng [Em]đẹp tựa ngàn muôn ánh [G]sao.
Dịu dàng mong [D]manh em xinh như cành hoa [Em]đào.

Tình đơn [G]phương.
Đôi [Bm]khi thấy em cười [Am]vui lòng anh xao [G]xuyến.
Nàng ơi [C]hay biết chăng. [Bm]Anh đã yêu từ [Em]lâu.

ĐK:
[Em]Đôi khi bên em thơ ngây.
[Am]Mà dằn lòng đừng nói ra.
[Am]Nghe con tim trinh nguyên vương tình [Em]sao mãi mãi.
[C]Sợ nụ hồng phai [D]nhanh.
Em hờn em [B]dỗi em mang cô đơn trên lối về…

[Em]Anh xin yêu em đơn phương.
[Am]Thà rằng mình đừng nói ra.
[Am]Để mai đây bên em ta chung [Em]về lối cũ.
[C]Dù lòng nhiều đớn [D]đau. Yêu em từ [Em]lâu."|"3"|"41"|"12"|"3"|"21"|"2013-01-01"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Tinh-Don-Phuong-Dan-Truong/IWZEI8DB.html"
"33"|"Vì Sao Thế"|"vi sao the"|"Đến làm [C]gì để rồi nay em ra [Em]đi. Đến làm [C]gì  để [Em]long anh phải nhớ [G]em. 
Vẫn còn [Am]đây  tiêng nói yêu [G]anh, vẫn còn [Em]đây những phút vui [Am]buồn. 
Chỉ [Dm]mỗi riêng em không còn đây (Dm/B) không gian vắng lặng[G]

Có bao giờ [C] thật lòng yêu anh không [Em]em.
Cớ sao [C]người vội [Em]vàng trao anh tiếng [G]yêu. 
Để lòng [C]anh  mang bao niềm [Am]đau  mãi trách thân [Em]mình vì để mất [Am]em.
Nhưng mà [F]vì sao em ra đi cho từng [Dm]ngày yêu thương bên nhau vụt [G]tan. 

Người hãy [C]nói  với anh vì sao thế, [Am]nói  với anh vì sao lòng, [F]ta  yêu nhau lại không thể bên [G]nhau
Phải chăng [Am]trong trái tim của chính em, [G]không  mang theo lời yêu em đã [C]nói với [G]anh. 
Đành lòng [C]cất bước quay mặt đi mãi [Am]cất  bước quay mạt đi không về. [F]không cho anh 1 câu khi chia [G]lìa.
Chẳng cho [Am]anh  biết được 1 lý do.[G]Sao tim anh phải sống trong cô [C]đơn........... "|"3"|"55"|"55"|"3"|"21"|"2013-01-01"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Vi-Sao-The-Pham-Khanh-Hung/ZWZ96BDC.html"
"34"|"Với Anh Em Vẫn Là Cô Bé"|"voi anh em van la co be"|"[C]Có những đêm anh nằm lòng thao thức 
[Am]Có những đêm anh cần phải suy nghĩ 
Về [F]anh về em về nhau, về bao chuyện lâu nay
Để[Dm] đêm nằm nghe thời gian lê [G]bước những bước dài

[C]Đối với anh em vẫn là cô bé
[Am]Những nghĩ suy trong đầu còn non nớt
Chẳng [F]lo ngày nay ngày sau đến
Còn [Dm]mơ tình yêu sẽ như [G]những giấc mơ nhiệm màu

[E7]Dù rằng anh sẽ cố, dành trọn thời [Am]gian để luôn bên em
[E7]Dành vòng tay âu yếm, lắng nghe buồn [Am]vui của em mỗi đêm
Nhưng [Dm]biết sau này cuộc sống không đẹp
Tựa [G]như giấc mơ chính em đang mơ

Tình yêu non [C]nớt em dành
Nhỏ xinh và [E7]rất vô tư
Nụ cười [F]em đó khi kề [G]bên anh
Chỉ biết [E7]khóc khi mong nhớ [Am]anh thôi
[F]Đó cũng chính những lúc anh [G]lo

Ngày mai cô [C]bé hôm nào
Giờ như giọt [E7]nắng lung linh
Chờ em [F]mau lớn trong tình [G]yêu thương
Và những [E7]nghĩ suy sẽ lớn theo [Am]em
[Dm]Đó là lúc giấc mơ được [G7]nhiệm màu"|"3"|"56"|"57"|"3"|"5"|"2013-01-01"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://stream2.mp3.zdn.vn/fsfsdfdsfdserwrwq3/1baccb3f6c0bc471e97eb47ca0e7ebae/518f9f20/2013/01/28/a/b/abf2b330563f500ce80c1ca023a6ee66.mp3"
"35"|"Người Tình Trăm Năm"|"nguoi tinh tram nam"|"[Em]Đến một ngày, [D]một ngày nào đó [Am]  
Em xa anh [G/B7]một ngày nào đó     
Anh [Em]nhớ có một lần, [D]một lần mình nói [Am]  
Ta yêu nhau[G/B7]có vầng trăng làm chứng  
Bầu [Em]trời nhiêu sao sáng đêm [D]nay    
[Am]Nhiều như những [D]gì mình muốn [G/B7]có     
Một [Em]lần đã trọn vẹn ái [Am]ân   
Với [Am]anh em mãi [Em]là người [D]tình trăm [Em]năm [B7]
 
Và [Em]nếu như có một ngày, [D]một ngày nào đó [Am] 
Em sang ngang [G/B7]một ngày nào đó    
Anh [Em]xin chúc em được, [D]được nhiều hạnh [Am]phúc     
Cho em luôn luôn  [G/B7]được gì em muốn    
Bầu [Em]trời nhiều sao sáng đêm [D]nay   
[Am]Nhiều như những [D]gì mình đã [G/B7]có     
Một [Em]lần đã trọn vẹn hiến [Am]dâng   
Với [Am]Anh em mãi [Em]là người [D]tình trăm [Em]năm  
  
[Em]Nhưng vòng tay yêu dấu đã xa [Am]rồi   
[D]Như con tàu ra [G/B7]khơi    
[Em]Đến một ngày nào đó em sẽ biết [Am]rằng    
[D]Anh yêu em nhiều bao [G/B7]nhiêu    
Bầu [Em]trời nhiều sao sáng đêm [D]nay    
[Am]Nhiều như những [D]gì mình đã [G/B7]mất    
Một [Em]lần đã trọn vẹn hiến [Am]dâng   
Với [Am]anh em mãi [Em]là người [D]tình trăm [Em]năm  
 
Và [Em]nếu như có một ngày, [D]một ngày nào đó [Am]   
Em quên anh [G]một ngày nào [G/B7]đó    
Những ân [Em]tình nhạt [D]nhòa phai dấu [Am]   
Trong con tim  [G/B7]chẳng còn thương đau    
Bầu [Em]trời nhiều sao sáng đêm [D]nay    
[Am]Nhiều như những [D]gì mình đã [G/B7]mất    
Một [Em]lần đã trọn vẹn hiến [Am]dâng   
Với [Am]anh em mãi [Em]là người [D]tình trăm [Em]năm "|"3"|"72"|"72"|"2"|"5"|"2013-01-01"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Nguoi-Tinh-Tram-Nam-Duc-Huy/IWZAA60O.html"
"36"|"Nơi Tình Yêu Bắt Đầu"|"noi tinh yeu bat dau"|"[Em]Ta quen nhau đã [C] bao lâu rồi, hỡi [D] đêm đêm có hay, 
[C]mà giọt buồn hoài vương [D] trên môi mặn đắng [G] .
[Em]Ta quen nhau đã [C] bao lâu rồi, hỡi [Bm]đêm sao vẫn [Em] mãi đêm dài [C] 
để mình ta với [D] con tim khô cằn [Em]giá băng . 

[Em]Đêm hôm qua bỗng [C]nhiên anh nhìn thấy [D]em trong giấc mơ,
[C]mình ngồi cạnh thật lâu [D]bên nhau lặng lẽ. 
[Em]Đêm nay mơ bỗng [C]nhiên anh lại nhớ [Bm]em trong cơn gió đông [C]về.
Phải chăng khi biết [D]yêu, giắc mơ là nơi bắt [Em]đầu. 

[Chorus]:
Này mùa đông ơi xin [C] hãy làm tuyết [D] rơi để [Bm] chắn lối em anh [Em] về. 
Này mùa đông ơi xin [C] hãy làm tuyết [D] rơi để [Bm] em biết anh cần [Em] em. 
Và thời gian ơi xin [C] hãy ngừng chốn [D] đây để [Bm] những dấu yêu đong [Em] đầy. 
Một vòng tay anh khao [C] khát 1 giấc [D] mơ, anh [Bm] đã yêu em người [Em] ơi.

Đêm hôm qua bỗng nhiên em nhìn thấy anh trong giấc mơ,mình ngồi cạnh thật lâu bên nhau lặng lẽ. 
Đêm nay mơ bỗng nhiên em lại nhớ anh trong cơn gió đông về . 
Phải chăng khi biết yêu, giắc mơ là nơi bắt đầu. 

Này mùa đông ơi xin [F] hãy làm tuyết [G] rơi để [Em] chắn lối em anh [Am] về. 
Này mùa đông ơi xin [F] hãy làm tuyết [G] rơi để [Em] em biết anh cần [Am] em. 
Và thời gian ơi xin [F] hãy ngừng chốn [G] đây để [Em] những dấu yêu đong [Am] đầy. 
Một vòng tay anh khao [F] khát 1 giấc [G] mơ, anh [Em] đã yêu em người [Am] ơi."|"3"|"73"|"74"|"3"|"5"|"2013-01-01"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Noi-tinh-yeu-bat-dau-Bui-Anh-Tuan/IW9I6U06.html"
"37"|"Em Không Quay Về"|"em khong quay ve"|"C G Am F
Kể từ [C]khi người đi mùa đông càng rét thêm…
[G]Cho lòng anh ngày đêm nghĩ đến em…
[Am]Anh vẫn luôn nhớ về…
Từng lời ta cùng nhau ước [F]thề…

Nhưng giờ [C]đây tình yêu đã vỡ tan…
[G]Để mình anh chìm vào từng nỗi nhớ miên [Am]man…
Lang thang nơi [F]đó…


[D]Nơi yên vui nay [C]đã mãi xa một [Am]người chỉ còn nỗi [G]nhớ
Đành lạc loài [D]chơ vơ như cánh [C]én mãi nơi phương [F]nào…

Và giờ người ra [C]đi…trong con tim không nghĩ [G]suy…
Để lệ hoen đôi [Am]mi anh cần chi những hoài nghi khi em không trở [F]lại
Chỉ còn lại đôi [C]vai…Trong cơn mưa không có [G]ai
Lời ngọt ngào bên [Am]tai về ngày mai anh đã sai…
Em không quay [F]về…Vì em không quay [C]về…"|"3"|"75"|"75"|"3"|"5"|"2013-01-01"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Em-Khong-Quay-Ve-Hoang-Ton-Yanbi/ZW667FDW.html"
"38"|"Và Con Tim Đã Vui Trở Lại"|"va con tim da vui tro lai"|"Intro: [C] [F] [G] [C]

Tìm một con [C]đường. 
Tìm một lối [F]đi. 
Ngày qua [Dm]ngày. 
Đời nhiều vấn [C]nghi

Lạc loài niềm [Am]tin. 
Sống không ngày mai. 
Sống [G]quen không ai cần ai
Cứ [F]vui [Dm7]cho trọn hôm [G7]nay

Rồi cuộc vui [C]tàn, 
mọi người bước [F]đi. 
Một mình tôi [Dm7]về, 
nhiều lần ướt [C]mi

Chờ tình yêu [Am]đến trong ánh nắng mai. Xóa [G]tan màn đêm u tối.
Cho tôi biến [F]đổi tâm [G]hồn thành một người [G]mới

Và con [C]tim đã vui trở lại. 
Tình yêu [C]đến cho tôi ngày [Dm]mai
Tình yêu [Dm7]chiếu ánh sáng vào [F]đời. 
Tôi hy [G7]vọng được ơn cứu [C]rỗi.

Và con [C]tim đã vui trở lại. 
Và niềm [C7sus4]tin đã dâng về [F]người.
Trọn tâm [G]hồn nguyện yêu [F]mãi riêng người mà [C]thôi..."|"3"|"72"|"72"|"3"|"5"|"2013-01-01"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Va-Con-Tim-Da-Vui-Tro-Lai-Duc-Huy/ZWZAOZ7E.html"
"39"|"Ai Đưa Em Về"|"ai dua em ve"|"Đêm [G]nay ai đưa em [Em]về 
Đường [C]khuya sao trời lấp [Am]lánh 
Đêm nay anh đưa em [D]về 
Mắt em sao chiếu long [G]lanh

Đêm [G]nay khi em đi [Em]rồi 
Đường [C]khuya riêng một mình [Am]tôi 
Đêm nay khi em đi [D]rồi 
Tôi về đếm bước lẻ [G]loi [G7]

Người yêu [C]ơi trong tình muộn 
Người yêu [G]ơi trong tình buồn 
Trọn tình [A]yêu ta đã trao [D]nhau 
Hãy quên niềm [G]đau [G7]

Thời gian [C]ơi xin dừng lại 
Thời gian [G]ơi xin dừng lại 
Cho đôi tình [A]nhân yêu trong muộn màng 
Đừng khóc ly [D]tan 

Đêm [G]mai ai đưa em [Em]về 
Mình [C]em trên hè phố [Am]vắng 
Đêm mai ai đưa em [D]về 
Mắt em lệ ướt long [G]lanh 

Đêm [G]mai không ai đưa [Em]về 
Người [C]ơi xin đừng hờn [Am]dỗi 
Đêm mai cô đơn đi [D]về 
Xin người hãy nhớ tình [G]tôi "|"3"|"76"|"11"|"2"|"21"|"2013-01-01"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Ai-Dua-Em-Ve-Dam-Vinh-Hung/ZWZ9ZUD6.html"
"40"|"Ai Lên Xứ Hoa Đào"|"ai len xu hoa dao"|"Ai [C]lên xứ hoa đào dừng [F]chân bên hồ nghe chiều [G/C]rơi 
Nghe [Dm]hơi giá len vào hồn [F]người chiều xuân mây êm [G/C]trôi 
Thông [F]reo bên suối vắng, lời [C]dìu dặt như tiếng tơ, 
Xuân [Dm]đi trong mắt biếc lòng dạt [G]dào nên ý [C]thơ. 
Nghe [Dm]tâm tư mơ ước mộng đào [G]nguyên đẹp như chuyện ngày [C]xưa

Ai [C]lên xứ hoa đào đừng [F]quên bước lần theo đường [G/C]hoa 
Hoa [Dm]bay đến bên người ngại [F]ngần rồi hoa theo chân [G/C]ai. 
Đường [F]trần nhìn hoa bướm rồi lòng [C]trần mơ bướm hoa, 
Lâng [Dm]lâng trong sương khói rồi bàng [G]hoàng theo khói [C]sương, 
Lạc [Dm]dần vào quên lãng rồi đường [G]hoa lặng bước trong lãng [C]quên. 

[F]Ôi! màu hoa [C]đào, màu hoa [Dm]đào chiều xuân [G]nào. 
[F]Ôi!màu hoa [C]đào như môi [F]hồng người mình [C]yêu 
[Dm]Ôi!màu hoa [G]đào đã bao lần vì màu hoa 
mà lữ [D]khách lắng hồn [G]thơ dừng chân lãng du. 

Ai [C]lên xứ hoa đào đừng [F]quên mang về một cành [G/C]hoa 
Cho [Dm]tôi bớt mơ mộng chiều [F]chiều nhìn mây trôi xa [G/C]xa, 
Người [F]về từ hôm nao mà lòng còn thương vẫn [C]thương 
Bao [Dm]nhiêu năm tháng cũ mà hồn [G]nào tôi vấn [C]vương. 
Giờ [Dm]này nhìn sương khói mà thầm [G]mơ màu hoa trên má [C]ai. "|"3"|"78"|NULL|NULL|NULL|"2013-01-01"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Ai-Len-Xu-Hoa-Dao-Quang-Le-Mai-Thien-Van/ZWZABCF7.html"
"41"|"Anh"|"anh"|"Anh vẫn [C]đến dù trời gió mưa [G]giăng khắp lối
Dù cho những [Am]lúc giá rét ru đêm mùa [Em]đông lạnh lùng
Anh [F]đến với ánh mắt bao tình [C]yêu nồng nàn
Nụ cười trên [Dm7]môi xóa hết âu [G7]lo

Anh mang [C]đến cuộc đời những phút [G]giây ấm áp
Tựa đầu bên [Am]nhau dưới ánh sáng muôn vì [Em]sao diệu kỳ
Như [F]thấp ánh sáng cho tình [C]yêu đôi mình
Hòa nhịp [Dm7]đôi tim ngàn lời yêu [G7]thương

Là đôi cánh [C]chim nâng em bay cùng cuộc [G]đời
Là nơi ấm [Am]êm em tìm trong cơn bão [Em]tố
Anh dang [F]cánh tay đón lấy em [G]vào lòng
Đặt ngàn [Em]yêu thương lên chiếc hôn [Am]ngọt ngào
Em [F]lắng nghe tim mình hạnh [Dm7]phúc ngất ngây trào [G7]dâng

Nguyện [C]đi với anh suốt con [G]đường đời
Dù cho [Am]khó khăn vẫn chờ ta [Em]phía trước
Vì em [F]hãy tin khi có anh [G]dẫn đường
Đặt vào [Em]tay anh con tim em cùng [Am]cuộc đời
"|"3"|"80"|"57"|NULL|NULL|"2013-01-01"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/album/Anh-Ho-Quynh-Huong/ZWZ9ZUO7.html"
